date,title,review,rating,username,helpful_votes,review_length,platform,language,location,version,verified_purchase,no_stopwords,tokens,lemmatized_tokens,processed_text,sentiment,sentiment_encoded
,Not yet where.,whatever guess significant section democrat fly direction gun current will effort section age budget improve how main answer more tree mention,3,kristy74,112,142,Amazon,en,Montserrat,5.2.4,No,whatever guess significant section democrat fly direction gun current effort section age budget improve main answer tree mention,"['whatever', 'guess', 'significant', 'section', 'democrat', 'fly', 'direction', 'gun', 'current', 'effort', 'section', 'age', 'budget', 'improve', 'main', 'answer', 'tree', 'mention']","['whatever', 'guess', 'significant', 'section', 'democrat', 'fly', 'direction', 'gun', 'current', 'effort', 'section', 'age', 'budget', 'improve', 'main', 'answer', 'tree', 'mention']",whatever guess significant section democrat fly direction gun current effort section age budget improve main answer tree mention,Neutral,1
,Practice authority possible fund.,same north wind sister mother sometimes off life practice course authority range stand letter,5,zpreston,177,93,Flipkart,en,Montserrat,3.2.6,No,north wind sister mother sometimes life practice course authority range stand letter,"['north', 'wind', 'sister', 'mother', 'sometimes', 'life', 'practice', 'course', 'authority', 'range', 'stand', 'letter']","['north', 'wind', 'sister', 'mother', 'sometimes', 'life', 'practice', 'course', 'authority', 'range', 'stand', 'letter']",north wind sister mother sometimes life practice course authority range stand letter,Positive,2
,Music west force firm.,perhaps hope across follow character talk purpose force leader program show off great they test check significant deal consider ago own suddenly,3,dominiqueharris,188,144,App Store,en,Central African Republic,2.5.6,No,perhaps hope across follow character talk purpose force leader program show great test check significant deal consider ago suddenly,"['perhaps', 'hope', 'across', 'follow', 'character', 'talk', 'purpose', 'force', 'leader', 'program', 'show', 'great', 'test', 'check', 'significant', 'deal', 'consider', 'ago', 'suddenly']","['perhaps', 'hope', 'across', 'follow', 'character', 'talk', 'purpose', 'force', 'leader', 'program', 'show', 'great', 'test', 'check', 'significant', 'deal', 'consider', 'ago', 'suddenly']",perhaps hope across follow character talk purpose force leader program show great test check significant deal consider ago suddenly,Neutral,1
,Clear decide wait scientist.,do turn sign agree there want but way agent herself land human day herself sport behavior compare tree right,4,kara56,93,108,Google Play,en,Comoros,2.9.8,Yes,turn sign agree want way agent land human day sport behavior compare tree right,"['turn', 'sign', 'agree', 'want', 'way', 'agent', 'land', 'human', 'day', 'sport', 'behavior', 'compare', 'tree', 'right']","['turn', 'sign', 'agree', 'want', 'way', 'agent', 'land', 'human', 'day', 'sport', 'behavior', 'compare', 'tree', 'right']",turn sign agree want way agent land human day sport behavior compare tree right,Positive,2
,Role today animal suggest concern.,son growth effort born lead account sound which beyond growth finally assume watch present director red practice special then administration,5,andersoneric,6,140,App Store,en,Puerto Rico,4.4.1,No,son growth effort born lead account sound beyond growth finally assume watch present director red practice special administration,"['son', 'growth', 'effort', 'born', 'lead', 'account', 'sound', 'beyond', 'growth', 'finally', 'assume', 'watch', 'present', 'director', 'red', 'practice', 'special', 'administration']","['son', 'growth', 'effort', 'born', 'lead', 'account', 'sound', 'beyond', 'growth', 'finally', 'assume', 'watch', 'present', 'director', 'red', 'practice', 'special', 'administration']",son growth effort born lead account sound beyond growth finally assume watch present director red practice special administration,Positive,2
,Marriage fill personal.,article sort term produce he increase information company million character speak protect half understand skill,4,christy00,35,111,Amazon,en,Greenland,3.2.6,No,article sort term produce increase information company million character speak protect half understand skill,"['article', 'sort', 'term', 'produce', 'increase', 'information', 'company', 'million', 'character', 'speak', 'protect', 'half', 'understand', 'skill']","['article', 'sort', 'term', 'produce', 'increase', 'information', 'company', 'million', 'character', 'speak', 'protect', 'half', 'understand', 'skill']",article sort term produce increase information company million character speak protect half understand skill,Positive,2
2024-09-01,Light total campaign prevent half party respond.,alone the trial another help out modern citizen address today begin write why less indeed together key tax speak a,1,kvasquez,114,114,Website,en,Congo,5.6.8,No,alone trial another help modern citizen address today begin write less indeed together key tax speak,"['alone', 'trial', 'another', 'help', 'modern', 'citizen', 'address', 'today', 'begin', 'write', 'less', 'indeed', 'together', 'key', 'tax', 'speak']","['alone', 'trial', 'another', 'help', 'modern', 'citizen', 'address', 'today', 'begin', 'write', 'less', 'indeed', 'together', 'key', 'tax', 'speak']",alone trial another help modern citizen address today begin write less indeed together key tax speak,Negative,0
,Foreign hear certainly say.,method south central process sea response executive past difficult continue process forget wind property mind officer third service,5,adkinslauren,9,131,Amazon,en,Niue,5.1.1,Yes,method south central process sea response executive past difficult continue process forget wind property mind officer third service,"['method', 'south', 'central', 'process', 'sea', 'response', 'executive', 'past', 'difficult', 'continue', 'process', 'forget', 'wind', 'property', 'mind', 'officer', 'third', 'service']","['method', 'south', 'central', 'process', 'sea', 'response', 'executive', 'past', 'difficult', 'continue', 'process', 'forget', 'wind', 'property', 'mind', 'officer', 'third', 'service']",method south central process sea response executive past difficult continue process forget wind property mind officer third service,Positive,2
,Effort southern maintain nature.,woman add play structure down however activity lose could thank wife if yeah law enjoy key seat pretty method front,3,barnettmatthew,42,115,Website,en,Malaysia,5.6.5,No,woman add play structure however activity lose could thank wife yeah law enjoy key seat pretty method front,"['woman', 'add', 'play', 'structure', 'however', 'activity', 'lose', 'could', 'thank', 'wife', 'yeah', 'law', 'enjoy', 'key', 'seat', 'pretty', 'method', 'front']","['woman', 'add', 'play', 'structure', 'however', 'activity', 'lose', 'could', 'thank', 'wife', 'yeah', 'law', 'enjoy', 'key', 'seat', 'pretty', 'method', 'front']",woman add play structure however activity lose could thank wife yeah law enjoy key seat pretty method front,Neutral,1
,Consumer star those memory center quite simply.,site interview agent myself behind window build require call girl laugh network vote whom,1,jessicagomez,2,89,Google Play,en,Nepal,2.8.8,Yes,site interview agent behind window build require call girl laugh network vote,"['site', 'interview', 'agent', 'behind', 'window', 'build', 'require', 'call', 'girl', 'laugh', 'network', 'vote']","['site', 'interview', 'agent', 'behind', 'window', 'build', 'require', 'call', 'girl', 'laugh', 'network', 'vote']",site interview agent behind window build require call girl laugh network vote,Negative,0
,Interest dark any wide husband hope miss instead.,none most another mouth much really young hear beyond close plant peace successful seem charge walk,4,imcdonald,95,99,App Store,en,Saint Helena,5.8.2,No,none another mouth much really young hear beyond close plant peace successful seem charge walk,"['none', 'another', 'mouth', 'much', 'really', 'young', 'hear', 'beyond', 'close', 'plant', 'peace', 'successful', 'seem', 'charge', 'walk']","['none', 'another', 'mouth', 'much', 'really', 'young', 'hear', 'beyond', 'close', 'plant', 'peace', 'successful', 'seem', 'charge', 'walk']",none another mouth much really young hear beyond close plant peace successful seem charge walk,Positive,2
,Strong audience white everybody throughout.,a edge new find type party where arrive improve lose civil will with within hospital city industry option,1,barberbrenda,123,105,Google Play,en,Peru,4.1.1,Yes,edge new find type party arrive improve lose civil within hospital city industry option,"['edge', 'new', 'find', 'type', 'party', 'arrive', 'improve', 'lose', 'civil', 'within', 'hospital', 'city', 'industry', 'option']","['edge', 'new', 'find', 'type', 'party', 'arrive', 'improve', 'lose', 'civil', 'within', 'hospital', 'city', 'industry', 'option']",edge new find type party arrive improve lose civil within hospital city industry option,Negative,0
,Letter one then reality some serve different billion.,kitchen public set action bring find bill pick discussion just state must particular child they senior result themselves we american study eight,3,john76,79,144,Amazon,en,Italy,2.8.7,No,kitchen public set action bring find bill pick discussion state must particular child senior result american study eight,"['kitchen', 'public', 'set', 'action', 'bring', 'find', 'bill', 'pick', 'discussion', 'state', 'must', 'particular', 'child', 'senior', 'result', 'american', 'study', 'eight']","['kitchen', 'public', 'set', 'action', 'bring', 'find', 'bill', 'pick', 'discussion', 'state', 'must', 'particular', 'child', 'senior', 'result', 'american', 'study', 'eight']",kitchen public set action bring find bill pick discussion state must particular child senior result american study eight,Neutral,1
